,level_0,index,AGENCY_ID,AGENCY_NAME,AGENCY_AKA_KEYWORDS,AGENCY_DESCR,AGENCY_HRS,AGENCY_TXT_HRS,AGENCY_WEB_URL,AGENCY_FB_URL,AGENCY_TW_URL,AGENCY_PHONE,AGENCY_PHONE_NOTE
5226,5226,5227,5775,Home Helpers,Family/Golden Age Care,"A private organization that provides non-medical, in-home services with a goal to increase the quality of life of every individual they serve.","{""open"":{""Friday"":[[[9,0],[18,0]]],""Thursday"":[[[9,0],[18,0]]],""Wednesday"":[[[9,0],[18,0]]],""Tuesday"":[[[9,0],[18,0]]],""Monday"":[[[9,0],[18,0]]]},""closed"":[]}",Mon-Fri 9am-6pm,www.homehelpershomecare.com,,,219-980-1839,
5227,5227,5228,5776,Guardian Medical Monitoring,Gmm,A commercial agency that provides personal alarm systems to persons in need.,"{""open"":{""Tuesday"":[[[8,0],[19,0]]],""Monday"":[[[8,0],[19,0]]],""Friday"":[[[8,0],[19,0]]],""Thursday"":[[[8,0],[19,0]]],""Wednesday"":[[[8,0],[19,0]]]},""closed"":[]}",Mon-Fri 8am-7pm,www.guardianmedicalmonitoring.com,,,877-435-7225,Toll Free
5228,5228,5229,5777,Epic Health Services,Loving Care Agency,A commercial agency that provides skilled pediatric in-home health care services and unskilled adult in-home care in Northwest Indiana.,"{""open"":{""Friday"":[[[8,30],[17,0]]],""Thursday"":[[[8,30],[17,0]]],""Wednesday"":[[[8,30],[17,0]]],""Tuesday"":[[[8,30],[17,0]]],""Monday"":[[[8,30],[17,0]]]},""closed"":[]}",Mon-Fri 8:30am-5pm,www.epichealthservices.com,,,219-548-0099,
5229,5229,5230,5778,Pulaski Memorial Hospital,,"Offers a full-service hospital providing a wide range of diagnostic, treatment, and health care programs, including 24-hour emergency care.","{""open"":{""Friday"":[[[8,0],[16,30]]],""Thursday"":[[[8,0],[16,30]]],""Wednesday"":[[[8,0],[16,30]]],""Tuesday"":[[[8,0],[16,30]]],""Monday"":[[[8,0],[16,30]]]},""closed"":[]}",Mon-Fri 8am-4:30pm,www.pmhnet.com,,,574-946-2100,
5230,5230,5231,5779,Universal Services And More,,A commercial agency providing home health services that allow seniors or persons with disabilities to remain in their homes.,"{""open"":{""Friday"":[[[8,0],[16,30]]],""Thursday"":[[[8,0],[16,30]]],""Wednesday"":[[[8,0],[16,30]]],""Tuesday"":[[[8,0],[16,30]]],""Monday"":[[[8,0],[16,30]]]},""closed"":[]}",Mon-Fri 8am-4:30pm,,,,219-796-7764,
5231,5231,5232,5780,Starke Hospital Affiliate of Indiana University,"Iu Health Stark Hospital, Iu Health Starke Hospital, Stark Hospital, Starke Hospital, Starke Memorial Hospital","Affiliate of IU Health Network, offers a full-service hospital providing a wide range of diagnostic, treatment, and health care programs, including 24-hour emergency care.","{""open"":{""Friday"":[[[8,0],[16,30]]],""Thursday"":[[[8,0],[16,30]]],""Wednesday"":[[[8,0],[16,30]]],""Tuesday"":[[[8,0],[16,30]]],""Monday"":[[[8,0],[16,30]]]},""closed"":[]}",Mon-Fri 8am-4:30pm,www.iuhealth.org/starke,,,574-772-6231,
5232,5232,5233,5781,Fairmeadows Home Health Center,"Fair Meadows Home Health, Fairmeadows Home Healthcare","A commercial agency that delivers home medical equipment, oxygen, and gas services.","{""open"":{""Friday"":[[[8,30],[17,0]]],""Thursday"":[[[8,30],[17,0]]],""Wednesday"":[[[8,30],[17,0]]],""Tuesday"":[[[8,30],[17,0]]],""Monday"":[[[8,30],[17,0]]]},""closed"":[]}",Mon-Fri 8:30am-5pm,www.fairmeadowshomehealthcare.com,,,219-865-5960,
5233,5233,5234,5782,Jackson Township Trustee - Starke County,,"An elected official responsible for administering the township, including such duties as providing township assistance, burial of the indigent, and maintaining the township budget.",,Vary,,,,574-896-5411,
5234,5234,5235,5783,Illinois Veterans Home - Manteno,,A nonprofit agency that provides an skilled nursing facility to veterans in need.,"{""open"":{""Friday"":[[[8,0],[16,30]]],""Thursday"":[[[8,0],[16,30]]],""Wednesday"":[[[8,0],[16,30]]],""Tuesday"":[[[8,0],[16,30]]],""Monday"":[[[8,0],[16,30]]]},""closed"":[]}",Mon-Fri 8am-4:30pm,www.vfwil.org/Manteno.asp,,,815-468-6581,x 226
5235,5235,5236,5784,Edward Hines Jr Veterans Affairs Hospital,,"A veterans' hospital with mental and physical health services, as well as community-based outpatient clinics.","{""open"":{""Friday"":[[[8,0],[16,0]]],""Thursday"":[[[8,0],[16,0]]],""Wednesday"":[[[8,0],[16,0]]],""Monday"":[[[8,0],[16,0]]],""Tuesday"":[[[8,0],[16,0]]]},""closed"":[]}",Mon-Fri 8am-4pm,,,,708-202-8387,
5236,5236,5237,5785,Jesse Brown Veterans Affairs Medical Center,,"A government healthcare agency that provides complete medical, surgical, and neurological care for eligible veterans. Also provides nursing home care for eligible veterans.","{""open"":{""Friday"":[[[8,0],[16,30]]],""Thursday"":[[[8,0],[16,30]]],""Wednesday"":[[[8,0],[16,30]]],""Tuesday"":[[[8,0],[16,30]]],""Monday"":[[[8,0],[16,30]]]},""closed"":[]}",Mon-Fri 8am-4:30pm,,,,312-569-8387,
5237,5237,5238,5786,Exceptional Equestrians Unlimited,,A nonprofit organization that provides educational and therapeutic riding instruction for persons with special needs.,,Vary,www.eeunwi.org,,,219-945-0726,
5238,5238,5239,5788,Community Wellness Center of Winamac,"Pcfy, Pulaski County YMCA, Winamac YMCA, YMCA Pulaski County, YMCA Winamac","A nonprofit organization offering various social, recreational, and fitness programs.","{""open"":{""Friday"":[[[9,0],[17,30]]],""Monday"":[[[9,0],[17,30]]],""Tuesday"":[[[9,0],[17,30]]],""Wednesday"":[[[9,0],[17,30]]],""Thursday"":[[[9,0],[17,30]]]},""closed"":[]}",Mon-Fri 9am-5:30pm,www.winamacwellness.com,www.facebook.com/cwcofwinamac,,574-946-4150,
5239,5239,5240,5789,Duneland Family YMCA,"Chesterton Family YMCA, Chesterton YMCA, Duneland YMCA","A nonprofit organization offering various social, recreational, and fitness programs.",,Mon-Fri 5am-9pm; Sat 7am-pm; Sun 10am-4pm,www.dunelandymca.org,,,219-926-4204,
5240,5240,5241,5790,Southlake Family YMCA,"Crown Point Family YMCA, Crown Point YMCA, South Lake Family YMCA, South Lake YMCA, YMCA Crown Point","A nonprofit organization offering various social, recreational, and fitness programs.",,Mon-Fri 5am-10pm; Sat and Sun 7am-6pm,www.slymca.org,,,219-663-5810,
5241,5241,5242,5791,Valparaiso Family YMCA,"Porter County YMCA, Valparaiso YMCA, YMCA Valparaiso","A nonprofit organization offering various social, recreational, and fitness programs.","{""open"":{""Sunday"":[[[12,30],[18,0]]],""Monday"":[[[5,0],[22,0]]],""Tuesday"":[[[5,0],[22,0]]],""Wednesday"":[[[5,0],[22,0]]],""Thursday"":[[[5,0],[22,0]]],""Friday"":[[[5,0],[22,0]]],""Saturday"":[[[7,0],[18,0]]]},""closed"":[]}",Mon-Fri 5am-10pm; Sat 7am-6pm; Sun 12:30pm-6pm,www.valpoymca.org,,,219-462-4185,
5242,5242,5243,5792,Hanover Community School Corporation,"Hanover Central High School, Hanover Central Middle School, Jane Ball Elementary School, Lincoln Elementary School","Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[8,0],[16,0]]],""Thursday"":[[[8,0],[16,0]]],""Wednesday"":[[[8,0],[16,0]]],""Tuesday"":[[[8,0],[16,0]]],""Monday"":[[[8,0],[16,0]]]},""closed"":[]}",Mon-Fri 8am-4pm,www.hanover.k12.in.us,,,219-374-3500,
5243,5243,5244,5793,River Forest Community School Corporation,"Henry S Evans Elementary, John I Meister Elementary, Rfcsc, River Forest Elementary, River Forest Jr - Sr High School","Administers the elementary, middle, and high schools within the district.","{""open"":{""Tuesday"":[[[8,0],[16,0]]],""Monday"":[[[8,0],[16,0]]],""Friday"":[[[8,0],[16,0]]],""Thursday"":[[[8,0],[16,0]]],""Wednesday"":[[[8,0],[16,0]]]},""closed"":[]}",Mon-Fri 8am-4pm,www.rfcsc.k12.in.us/riverforest,,,219-962-2909,
5244,5244,5245,5794,Demotte - Town of,Town Of Demotte,Government entity that provides governance and municipal services.,"{""open"":{""Friday"":[[[8,0],[16,0]]],""Thursday"":[[[8,0],[16,0]]],""Wednesday"":[[[8,0],[16,0]]],""Tuesday"":[[[8,0],[16,0]]],""Monday"":[[[8,0],[16,0]]]},""closed"":[]}",Mon-Fri 8am-4pm,www.townofdemotte.com,,,219-987-3831,
5245,5245,5246,5795,Knox Community School Corporation,Kcsc,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[7,0],[17,0]]],""Thursday"":[[[7,0],[17,0]]],""Wednesday"":[[[7,0],[17,0]]],""Tuesday"":[[[7,0],[17,0]]],""Monday"":[[[7,0],[17,0]]]},""closed"":[]}",Mon-Fri 7am-5pm,www.knox.k12.in.us,,,574-772-1600,
5246,5246,5247,5796,Oregon - Davis School Corporation,"Odsc, Oregon-Davis Elementary School, Oregon-Davis High School, Oregon-Davis Middle School","Administers the elementary, middle, and high schools within the district.","{""open"":{""Monday"":[[[7,0],[15,0]]],""Friday"":[[[7,0],[15,0]]],""Thursday"":[[[7,0],[15,0]]],""Wednesday"":[[[7,0],[15,0]]],""Tuesday"":[[[7,0],[15,0]]]},""closed"":[]}",Mon-Fri 7am-3pm,www.odschools.org,,,574-867-2111,
5247,5247,5248,5797,North Judson - San Pierre School Corporation,,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Monday"":[[[7,0],[15,0]]],""Friday"":[[[7,0],[15,0]]],""Thursday"":[[[7,0],[15,0]]],""Wednesday"":[[[7,0],[15,0]]],""Tuesday"":[[[7,0],[15,0]]]},""closed"":[]}",Mon-Fri 7am-3pm,,,,574-896-2155,
5248,5248,5249,5798,Eastern Pulaski Commmunity School Corporation,,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Monday"":[[[7,0],[16,0]]],""Friday"":[[[7,0],[16,0]]],""Thursday"":[[[7,0],[16,0]]],""Wednesday"":[[[7,0],[16,0]]],""Tuesday"":[[[7,0],[16,0]]]},""closed"":[]}",Mon-Fri 7am-4pm,,,,574-946-4010,
5249,5249,5250,5799,West Central School Corporation,,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[7,30],[16,30]]],""Thursday"":[[[7,30],[16,30]]],""Wednesday"":[[[7,30],[16,30]]],""Tuesday"":[[[7,30],[16,30]]],""Monday"":[[[7,30],[16,30]]]},""closed"":[]}",Mon-Fri 7:30am-4:30pm,,,,219-567-9161,
5250,5250,5251,5800,Kankakee Valley School Corporation,"Demotte Elementary School, Kankakee Valley High School, Kankakee Valley Intermediate School, Kankakee Valley Middle School, Kvsc, Wheatfield Elementary School","Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[7,30],[16,0]]],""Thursday"":[[[7,30],[16,0]]],""Wednesday"":[[[7,30],[16,0]]],""Tuesday"":[[[7,30],[16,0]]],""Monday"":[[[7,30],[16,0]]]},""closed"":[]}",Mon-Fri 7:30am-4pm,www.kv.k12.in.us/,,,219-987-4711,
5251,5251,5252,5801,Rensselaer Central Schools Corporation,"Rchs, Rcms, Rcps, Rcsc, Rensselaer Central High School, Rensselaer Central Middle School, Rensselaer Central Primary School, Rensselaer Central School Corporation, Rensselaer Middle School, Van Rensselaer Elementary School, Vres","Administers the elementary, middle, and high schools within the district.","{""open"":{""Monday"":[[[8,0],[16,0]]],""Tuesday"":[[[8,0],[16,0]]],""Wednesday"":[[[8,0],[16,0]]],""Thursday"":[[[8,0],[16,0]]],""Friday"":[[[8,0],[16,0]]]},""closed"":[]}",School Year: Mon-Fri 8am-4pm -- Summer: Mon-Thurs 8am-4pm,www.rensselaerschools.org,,,219-866-7822,
5252,5252,5253,5802,North Newton School Corporation,"Lake Village Elementary, Lincoln Elementary, Morocco Elementary, North Newton Jr-Sr High School","Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[7,30],[16,0]]],""Thursday"":[[[7,30],[16,0]]],""Wednesday"":[[[7,30],[16,0]]],""Tuesday"":[[[7,30],[16,0]]],""Monday"":[[[7,30],[16,0]]]},""closed"":[]}",School Year: Mon-Fri 7:30am-4pm Summer: Mon-Thurs Mon-Thurs 6am-5pm,www.nn.k12.in.us,,,219-285-2228,
5253,5253,5254,5803,South Newton School Corporation,"Snsc, South Newton Elementary School, South Newton High School, South Newton Middle School, South Newton Schools","Administers the elementary, middle, and high schools within the district.","{""open"":{""Thursday"":[[[8,0],[16,0]]],""Wednesday"":[[[8,0],[16,0]]],""Tuesday"":[[[8,0],[16,0]]],""Monday"":[[[8,0],[16,0]]],""Friday"":[[[8,0],[16,0]]]},""closed"":[]}",Mon-Fri 8am-4pm,www.newton.k12.in.us,,,219-474-5184,
5254,5254,5255,5804,Duneland School Corporation,,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[7,30],[16,0]]],""Thursday"":[[[7,30],[16,0]]],""Wednesday"":[[[7,30],[16,0]]],""Tuesday"":[[[7,30],[16,0]]],""Monday"":[[[7,30],[16,0]]]},""closed"":[]}",Mon-Fri 7:30am-4pm,www.duneland.k12.in.us,,,219-983-3600,
5255,5255,5256,5805,East Porter County School Corporation,,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Tuesday"":[[[7,30],[16,0]]],""Monday"":[[[7,30],[16,0]]],""Friday"":[[[7,30],[16,0]]],""Thursday"":[[[7,30],[16,0]]],""Wednesday"":[[[7,30],[16,0]]]},""closed"":[]}",School Year: Mon-Fri 7:30am-4pm -- Summer: Mon-Thurs 7:30am-4pm,www.eastporter.k12.in.us,,,219-766-2214,
5256,5256,5257,5806,Metropolitan School District of Boone Township,"Boone Township School Corporation, Btsc, Hebron Elementary School, Hebron High School, Hebron Middle School, Hebron Schools, Msd Of Boone Township, Msd Of Btsc","Administers the elementary, middle, and high schools within the district.",,School Year: Mon-Fri 8am-4pm Summer: Mon-Fri 8am-3pm Transportation Mon-Fri 7am-10am and 1pm-4:30pm,www.hebronschools.k12.in.us,,,219-996-4771,
5257,5257,5258,5807,Portage Township Schools,,"Administers the elementary, middle, and high schools within the district.",,School Year: Mon-Fri 7:30am-4pm Summer: Mon-Fri 7am-4:30pm,www.portage.k12.in.us,,,219-762-6511,
5258,5258,5259,5809,Porter Township School Corporation,,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Tuesday"":[[[7,30],[16,0]]],""Monday"":[[[7,30],[16,0]]],""Friday"":[[[7,30],[16,0]]],""Thursday"":[[[7,30],[16,0]]],""Wednesday"":[[[7,30],[16,0]]]},""closed"":[]}",Mon-Fri 7:30am-4pm,www.ptsc.k12.in.us,,,219-477-4933,x 1000
5259,5259,5260,5810,Union Township School Corporation,"John Simatovich Elementary School, Union Center Elementary School, Union Township Middle School, Utsc, Wheeler High School","Administers the elementary, middle, and high schools within the district.","{""open"":{""Wednesday"":[[[8,0],[16,0]]],""Tuesday"":[[[8,0],[16,0]]],""Monday"":[[[8,0],[16,0]]],""Friday"":[[[8,0],[16,0]]],""Thursday"":[[[8,0],[16,0]]]},""closed"":[]}",Mon-Fri 8am-4pm,www.union.k12.in.us,,,219-759-2531,
5260,5260,5261,5811,Valparaiso Community Schools,,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Tuesday"":[[[7,30],[16,0]]],""Monday"":[[[7,30],[16,0]]],""Friday"":[[[7,30],[16,0]]],""Thursday"":[[[7,30],[16,0]]],""Wednesday"":[[[7,30],[16,0]]]},""closed"":[]}",Mon-Fri 7:30am-4pm,www.valpo.k12.in.us,,,219-531-3000,
5261,5261,5262,5814,United Methodist Church of Hebron,"Hebron Umc, Hebron United Methodist Church, Umc Hebron, Umc Of Hebron","A church with worship services and charitable outreach, including a food pantry.","{""open"":{""Friday"":[[[9,0],[15,0]]],""Thursday"":[[[9,0],[15,0]]],""Wednesday"":[[[9,0],[15,0]]],""Tuesday"":[[[9,0],[15,0]]],""Monday"":[[[9,0],[15,0]]]},""closed"":[]}",Mon-Fri 9am-3pm,www.hebronumc.org,,,219-996-7161,
5262,5262,5263,5815,Griffith Public Schools,"Beiriger Elementary School, Eldon Ready Elementary School, Elsie Wadsworth Elementary School, Griffith High School, Griffith Middle School","Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[7,30],[15,30]]],""Thursday"":[[[7,30],[15,30]]],""Wednesday"":[[[7,30],[15,30]]],""Tuesday"":[[[7,30],[15,30]]],""Monday"":[[[7,30],[15,30]]]},""closed"":[]}",Mon-Fri 7:30am-3:30pm,www.griffith.k12.in.us,,,219-924-4250,
5263,5263,5264,5816,Tri-Creek School Corporation,Tcsc,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[7,0],[16,30]]],""Thursday"":[[[7,0],[16,30]]],""Wednesday"":[[[7,0],[16,30]]],""Tuesday"":[[[7,0],[16,30]]],""Monday"":[[[7,0],[16,30]]]},""closed"":[]}",Mon-Fri 7am-4:30pm,www.tricreek.k12.in.us,,,219-696-6661,
5264,5264,5265,5817,Lake Ridge New Tech Schools,"Calumet High School, Calumet New Tech High School, Hosford Park Elementary, Hosford Park New Tech Elementary, Lake Ridge Middle School, Lake Ridge New Tech Middle School, Longfellow Elementary, Longfellow New Tech Elementary","Administers the elementary, middle, and high schools within the district.",,School Year: Mon-Fri 7:30am-4pm Summer: Mon-Fri 6am-2pm,www.lakeridge.k12.in.us,,,219-838-1819,
5265,5265,5266,5818,Lake Station Community Schools,"Alexander Hamilton Elementary School, Carl J. Polk Elementary School, Central Elementary School, Lscs, Thomas A. Edison Jr/Sr High School, Virgil I Bailey Elementary School","Administers the elementary, middle, and high schools within the district.",,School Year: Mon-Fri 8am-4pm -- Summer: Mon-Fri 8am-3pm,www.lakes.k12.in.us,,,219-962-1159,
5266,5266,5267,5819,Northwest Indiana Special Education Cooperative,NISEC,A school cooperative that supports several school districts' special education programs.,"{""open"":{""Friday"":[[[8,0],[16,0]]],""Thursday"":[[[8,0],[16,0]]],""Wednesday"":[[[8,0],[16,0]]],""Tuesday"":[[[8,0],[16,0]]],""Monday"":[[[8,0],[16,0]]]},""closed"":[]}",Mon-Fri 8am-4pm,www.nisec.org,,,219-769-4000,
5267,5267,5268,5820,School City of East Chicago,,"Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[8,0],[16,0]]],""Thursday"":[[[8,0],[16,0]]],""Wednesday"":[[[8,0],[16,0]]],""Tuesday"":[[[8,0],[16,0]]],""Monday"":[[[8,0],[16,0]]]},""closed"":[]}",Mon-Fri 8am-4pm; June and July: Mon-Thurs 7:30am-5pm,www.scec.k12.in.us,,,219-391-4100,
5268,5268,5269,5821,School City of Hobart,"George Earle Elementary, Hobart High School, Hobart Schools, Hobart Middle School, Joan Martin Elementary, Liberty Elementary, Ridgeview Elementary","Administers the elementary, middle, and high schools within the district.","{""open"":{""Wednesday"":[[[8,0],[16,0]]],""Tuesday"":[[[8,0],[16,0]]],""Monday"":[[[8,0],[16,0]]],""Friday"":[[[8,0],[16,0]]],""Thursday"":[[[8,0],[16,0]]]},""closed"":[]}",Mon-Fri 8am-4pm,www.hobart.k12.in.us,,,219-942-8885,
5269,5269,5270,5822,School Town of Highland,"Allen J. Warren Elementary School, Highland High School, Highland Middle School, Highland Schools, Johnston Elementary School, Mildred Merkley Elementary School, Southridge Elementary School","Administers the elementary, middle, and high schools within the district.","{""open"":{""Friday"":[[[7,30],[16,0]]],""Thursday"":[[[7,30],[16,0]]],""Wednesday"":[[[7,30],[16,0]]],""Tuesday"":[[[7,30],[16,0]]],""Monday"":[[[7,30],[16,0]]]},""closed"":[]}",Mon-Fri 7:30am-4pm,www.highland.k12.in.us,,,219-924-7400,
